,descripteur,disparition,envergure,espece,famille,genre,image,localisation,ordre,poids,taille,text,title,id,class_bird,french name
83,"Forster, JR, 1785",,  183 à 232 cm.,palpebrata,"
 ",Diomédéidés,https://www.oiseaux.net/photos/john.gerrard.keulemans/images/albatros.fuligineux.jgke.0p.jpg,,Procellariiformes,  2620 à 3700 g,  93 cm,"L'Albatros fuligineux est un grand oiseau marin qui mesure entre 1,8 et 2,3 mètres d'envergure. Il reste cependant un albatros de taille moyenne. La silhouette de cette espèce est fine du fait d'une queue relativement longue et de longues ailes fines et pointues. Le plumage de cet oiseau est fuligineux, c'est à dire gris-brun avec des nuances en intensité et en clarté. Il varie un peu suivant l'âge et la saison mais aussi suivant les individus. De plus, la luminosité joue beaucoup sur la perception de la teinte par l'observateur : lorsqu'il y a peu de lumière, l'oiseau apparaît plus sombre et les parties claires ressortent davantage. Il n'y a pas de dimorphisme sexuel par le plumage, la femelle est simplement légèrement plus petite que le mâle. 
Le corps de l'adulte, tête exceptée, est brun clair, cendré ou presque blanc suivant les individus, le reste du plumage gris-brun foncé. Le contraste entre les deux est faible mais nettement visible. Les parties les plus sombres sont l'avant de la tête, les rémiges et les rectrices. Les couvertures sous-alaires sont pâles comme le corps et contrastent avec les rémiges sombres. De près, le rachis des rémiges primaires et des rectrices centrales est jaune clair. 
Comparée au reste du corps, la tête de l'adulte est très foncée. L'œil, brun foncé, est souligné à l'arrière d'un demi-cercle oculaire blanc. Le bec est grand mais relativement fin pour un albatros. Il est de couleur noire avec une ligne bleu clair de chaque côté de la mandibule inférieure. Le plus souvent, cette ligne est perçue comme blanche. Les pattes palmées sont grises ou rosées. 
Le juvénile et l'immature sont semblables à l'adulte mais ils sont plus pâles. Le rachis des rémiges primaires est sombre. Les demi-cercles oculaires et les lignes sur le bec sont aussi plus foncés, donc moins visibles. 
Le poussin a un duvet gris foncé bien fourni avec le bec, les yeux et leur pourtour noirs. Il a surtout un masque de peau nue, blanc ou gris clair, qui va du bec aux yeux en les incluant. 
L'Albatros fuligineux peut être confondu avec l'Albatros brun (Phoebetria fusca) car ce sont deux espèces qui sont morphologiquement très proches. De plus, bien que ce dernier vive plus au nord, leurs aires de répartition se chevauchent. L'Albatros brun est de couleur brun foncé uniforme et ne présente donc pas les deux teintes de l'Albatros fuligineux mais il peut paraître plus clair lorsque son plumage est usé. Les anglo-saxons désignent ces deux espèces par leur plumage : ils nomment l'Albatros fuligineux ""Albatros fuligineux à dos clair"" et l'Albatros brun ""Albatros fuligineux à dos sombre"". Le vol de l'Albatros brun est moins gracieux mais la différence est difficile à observer. 
En mer, de loin et dans de mauvaises conditions d'observation, l'Albatros fuligineux peut être confondu avec les Pétrels géants et de Hall (Macronectes spp.). Ces espèces sont toutefois moins effilées, ont un vol beaucoup plus lourd et leur plumage est entièrement brun ou moucheté.",Albatros fuligineux,3,003.Sooty_Albatross,Albatros fuligineux
84,"Gmelin, JF, 1789",,  122 cm.,urile,"
 ",Phalacrocoracidés,https://www.oiseaux.net/photos/serge.nicolle/images/cormoran.a.face.rouge.seni.1p.jpg,https://www.oiseaux.net/maps/images/cormoran.a.face.rouge.1.200.w.png,Suliformes,  1644 à 2552 g,  89 cm,Cormoran à face rouge (Urile urile) est un oiseau qui appartient à la famille des Phalacrocoracidés.,Cormoran à face rouge,24,024.Red_faced_Cormorant,Cormoran à face rouge
85,"Gmelin, JF, 1788",,  11 cm.,rufus,"
 ",Trochilidés,https://www.oiseaux.net/photos/serge.nicolle/images/colibri.roux.seni.0p.jpg,,Apodiformes,  ,  8 cm,"Chez les Colibris roux, le mâle a un bec moyen, rectiligne et de couleur noire. Le capuchon est vert-bronze, le reste des parties supérieures est roux. Occasionnellement, il y a quelques plumes vertes sur le dos. La gorge est bronze écarlate irisé à vert doré. Le reste du dessous est blanc sur la poitrine, virant au roux sur le bas du ventre. La queue est arrondie, rousse sur le dessus avec des terminaisons noires sur les paires centrales. Les 3 paires extérieures des rectrices ont les filets extérieurs et les pointes gris foncé.
Chez les femelles, il y a du vert bronzé sur la tête. Les plumes noires de la gorge ont des pointes bronze irisé, se transformant parfois en une large brillante. Le reste des parties inférieures, y compris le menton, sont blanc terne. Les rectrices centrales sont métalliques. Les rectrices latérales sont rousses, avec une bande subterminale verte et noire et une pointe blanche. 
Les immatures ressemblent à la femelle adulte.",Colibri roux,69,069.Rufous_Hummingbird,Colibri roux
86,"Wilson, A, 1810",,  20 cm.,pusilla,"
 ",Passerellidés,https://www.oiseaux.net/photos/barry.kent.mackay/images/bruant.des.champs.bkma.0p.jpg,,Passériformes,  11 à 15 g,  15 cm,Bruant des champs (Spizella pusilla) est un oiseau qui appartient à la famille des Passerellidés.,Bruant des champs,119,119.Field_Sparrow,Bruant des champs
87,"Linnaeus, 1758",LC,  - ,camelus,"
 ",Struthionidés,https://www.oiseaux.net/photos/denis.chavigny/images/autruche.d.afrique.dcha.0p.jpg,,Struthioniformes,  90000 à 156000 g,  175 à 275 cm,"Le genre Struthio est composé de deux espèces d'autruches : l'Autruche d'Afrique et l'Autruche de Somalie, une sous-espèce récemment élevée au rang d'espèce. L'Autruche d'Afrique est le plus grand des oiseaux et celui qui est reconnu immédiatement par tous avec son grand corps, son long cou et ses longues pattes robustes. C'est le seul oiseau à ne posséder que deux orteils sur chaque pied. Le doigt interne, plus développé, lui sert d'appui notamment pendant la course. Il est également équipé d'une longue griffe. La tête, très petite comparée au corps, possède aussi les plus grands yeux du monde animal terrestre. Ils sont entourés de grands cils noirs. Le bec, au bout arrondi, est large et plat. C'est l'oiseau le plus lourd. Son poids adulte, qui varie de 90 à 156 kg en fonction du sexe et de la sous-espèce, lui interdit le vol. Ses plumes ne possèdent pas de barbules, ce qui se traduit visuellement par un plumage bouffant et d'aspect duveteux. C'est avant tout un bon moyen pour s'isoler des températures extrêmes, élevées ou basses. Le dimorphisme sexuel est net. Le mâle possède des tectrices noires et des pennes, rémiges et rectrices, blanches. Les parties nues, tête, majorité du cou et pattes, sont colorées différemment en fonction de la sous-espèce (roses, grises ou gris-bleu). La tête peut être légèrement et partiellement couverte de plumes brunâtres courtes. La femelle, plus petite que le mâle, est entièrement gris-brun. La tête, le cou et les pattes sont de couleur chair. Le poussin est fauve avec des taches brun foncé, il grandit dans sa première année de 25 cm tous les mois. À l'âge d'un an, la jeune autruche pèse 45 kg. L'immature est légèrement plus foncé que la femelle. Le développement total de l'oiseau prend 18 mois. La maturité sexuelle est atteinte en 3 à 4 ans.

Il existe quatre sous-espèces :

S. c. camelus : ouest et sud du Sahara, Sahel. Le cou est rose avec un collier blanc. Cette sous-espèce possède des plumes sur la calotte.
S. c. massaicus : sud du Kenya jusqu'en Tanzanie, au Mozambique et en Zambie. Le cou est rose avec un collier blanc. La calotte est presque nue. 
S. c. australis : Afrique du Sud. Le cou est gris rosé sans collier. La calotte est légèrement duveteuse. 
S. c. syriacus : autrefois présente dans les déserts de Syrie et d'Arabie, est éteinte.",Autruche d'Afrique,205,205.Autruche,Autruche d'Afrique
88,"Gmelin, JF, 1788",LC,  35 cm.,dominicensis,"
 ",Tyrannidés,https://www.oiseaux.net/photos/serge.nicolle/images/tyran.gris.seni.2p.jpg,https://www.oiseaux.net/maps/images/tyran.gris.1.200.w.png,Passériformes,  44 à 47 g,  25 cm,"Le Tyran gris est un passereau de la taille d'un merle, appartenant à la famille américaine des Tyrannidés. Le dessus, de la calotte aux sus-caudales, est gris foncé alors que tout le dessous est blanc, légèrement teinté de gris à la poitrine. Les ailes et la queue sont presque noires, avec parfois des reflets brun-roux. Les plumes des ailes (couvertures alaires et rémiges) sont bordées d'un liséré blanchâtre. Une raie orangée parcourt le haut de la calotte mais elle n'est visible que lorsque l'oiseau hérisse les plumes de sa tête. Un masque noir entoure l'œil en partant du bec et sépare la calotte grise des joues blanches. Le bec, assez fort et noir, est légèrement crochu à l'extrémité. Les pattes plutôt courtes sont noires. La queue est échancrée. Mâle et femelle sont identiques.",Tyran gris,78,078.Gray_Kingbird,Tyran gris
89,"Vieillot, 1808",,  22 cm.,gilvus,"
 ",Viréonidés,https://www.oiseaux.net/photos/denis.chavigny/images/vireo.melodieux.dcha.0p.jpg,,Passériformes,  10 à 16 g,  14 cm,Viréo mélodieux (Vireo gilvus) est un oiseau qui appartient à la famille des Viréonidés.,Viréo mélodieux,155,155.Warbling_Vireo,Viréo mélodieux
90,"Cassin, 1851",,  20 à 23 cm.,philadelphicus,"
 ",Viréonidés,https://www.oiseaux.net/photos/denis.chavigny/images/vireo.de.philadelphie.dcha.0p.jpg,,Passériformes,  12 à 16 g,  13 cm,Viréo de Philadelphie (Vireo philadelphicus) est un oiseau qui appartient à la famille des Viréonidés.,Viréo de Philadelphie,153,153.Philadelphia_Vireo,Viréo de Philadelphie
91,"Boddaert, 1783",,  - ,griseus,"
 ",Viréonidés,https://www.oiseaux.net/photos/serge.nicolle/images/vireo.aux.yeux.blancs.seni.1p.jpg,https://www.oiseaux.net/maps/images/vireo.aux.yeux.blancs.1.200.w.png,Passériformes,  - ,  14 cm,Viréo aux yeux blancs (Vireo griseus) est un oiseau qui appartient à la famille des Viréonidés.,Viréo aux yeux blancs,156,156.White_eyed_Vireo,Viréo aux yeux blancs
92,"Linnaeus, 1766",LC,  203 à 228 cm.,occidentalis,"
 ",Pélécanidés,https://www.oiseaux.net/photos/serge.nicolle/images/pelican.brun.seni.8p.jpg,,Pélécaniformes,  6500 à 9000 g,  152 cm,"Les pattes sont courtes, l'allure est lourde et massive. Le très long bec est pourvu, au dessous de la mandibule inférieure, d'une poche de peau brunâtre dilatable qui lui sert d'épuisette pour capturer les poissons. La tête, en grande partie blanche, est recouverte à son sommet d'une calotte jaunâtre. La nuque et le cou sont blancs et brun-marron. Le bec peut être foncé ou plus clair selon l'endroit.
Le dessus du corps gris strié de brun contraste harmonieusement avec le dessous brun foncé. La peau nue de la face a une coloration bleuâtre. Les pattes et les doigts palmés sont gris-noir.
Les deux sexes sont semblables.
Le juvénile a un plumage brun foncé avec les parties inférieures blanches. Il obtient son plumage d'adulte à trois ans.",Pélican brun,100,100.Brown_Pelican,Pélican brun
93,"Wilson, A, 1810",,  20 à 24 cm.,solitarius,"
 ",Viréonidés,https://www.oiseaux.net/photos/serge.nicolle/images/vireo.a.tete.bleue.seni.2p.jpg,,Passériformes,  13 à 19 g,  15 cm,Viréo à tête bleue (Vireo solitarius) est un oiseau qui appartient à la famille des Viréonidés.,Viréo à tête bleue,152,152.Blue_headed_Vireo,Viréo à tête bleue
94,"Linnaeus, 1766",,  23 à 25 cm.,olivaceus,"
 ",Viréonidés,https://www.oiseaux.net/photos/denis.chavigny/images/vireo.a.oeil.rouge.dcha.2p.jpg,,Passériformes,  12 à 26 g,  16 cm,Viréo à oeil rouge (Vireo olivaceus) est un oiseau qui appartient à la famille des Viréonidés.,Viréo à oeil rouge,154,154.Red_eyed_Vireo,Viréo à oeil rouge
95,"Vieillot, 1808",,  - ,flavifrons,"
 ",Viréonidés,https://www.oiseaux.net/photos/serge.nicolle/images/vireo.a.gorge.jaune.seni.0p.jpg,https://www.oiseaux.net/maps/images/vireo.a.gorge.jaune.1.200.w.png,Passériformes,  - ,  15 cm,Viréo à gorge jaune (Vireo flavifrons) est un oiseau qui appartient à la famille des Viréonidés.,Viréo à gorge jaune,157,157.Yellow_throated_Vireo,Viréo à gorge jaune
96,"Linnaeus, 1758",LC,  - ,chloris,"
 ",Fringillidés,https://www.oiseaux.net/photos/denis.chavigny/images/verdier.d.europe.dcha.0p.jpg,,Passériformes,  25 à 34 g,  16 cm,"Le Verdier d'Europe est un passereau trapu de la taille du Moineau domestique. Son corps est compact, effet accentué par la queue assez courte et le gros bec conique. Le mâle adulte apparaît globalement jaune-vert-olive. Ce qui permet de le reconnaître tout de suite, au posé comme en vol, c'est le jaune vif des ailes et de la queue. Sur les ailes, ce jaune se trouve sur les vexilles externes des rémiges primaires, sur l'alula et au niveau du poignet. Cela se traduit sur l'aile fermée par un trait jaune longitudinal très visible. Sur la queue, le jaune occupe la base des rectrices, excepté les centrales qui sont noirâtres. De près, on note les parties supérieures (corps et couvertures petites et moyennes) d'un jaune-vert-olive, excepté les sus-caudales grises. Le croupion apparaît nettement plus jaune. Les grandes couvertures alaires et les liserés des rémiges secondaires et tertiaires sont gris clair. Les parties inférieures sont d'un jaune-vert-olive plus vif, la partie la plus jaune étant le ventre. La poitrine peut être légèrement lavée de brunâtre. Les flancs, la zone anale, les côtés du cou et parfois le haut de la poitrine sont teintés de gris. La queue est nettement échancrée. La face est jaune-vert avec les lores noirâtres sur lesquels contraste fortement le gros bec conique couleur corne ou rosé. Les parotiques sont grises. L'iris est brun sombre et les pattes sont roses.
La femelle adulte est morphologiquement semblable au mâle, mais nettement différente quant au plumage, beaucoup plus terne. Chez elle, les couleurs sont atténuées. Le jaune n'est vraiment vif que sur les ailes, la queue et le croupion, mais avec une extension et une intensité moindres que chez le mâle. Les parties supérieures tirent sur le brun, avec une nuance olive plus ou moins importante sur le manteau et les couvertures. Elles sont légèrement striées. Comme chez le mâle, une teinte grise est notable sur les grandes couvertures et les rémiges tertiaires. Les parties inférieures, brunâtres à grisâtres, paraissent légèrement striées et sont plus ou moins envahies d'olive. La face rappelle celle du mâle, en plus terne.
Le juvénile est plus terne encore que la femelle, plus brun, avec le manteau et les parties inférieures nettement striés.",Verdier d'Europe,274,274.Verdier_d_Europe,Verdier d'Europe
97,"Linnaeus, 1758",,  146 à 175 cm.,percnopterus,"
 ",Accipitridés,https://www.oiseaux.net/photos/denis.chavigny/images/vautour.percnoptere.dcha.3p.jpg,,Accipitriformes,  1600 à 2200 g,  70 cm,"Le vautour percnoptère est un petit vautour dont les couleurs dominantes sont le noir et le blanc à l'âge adulte. Ses ailes sont blanches sauf l'extrémité noire. Queue blanche en forme de coin. La face et la gorge sont nues, couvertes de peau jaune. Plumes de la nuque hérissées, jaunâtres.
Les deux sexes sont semblables. 
Les jeunes ont un plumage brun foncé sauf le croupion crème. Bec jaunâtre, pattes rose pâle.",Vautour percnoptère,273,273.Vautour_percnoptère,Vautour percnoptère
